class,1kHz_cond,2kHz_cond,3kHz_cond,7kHz_cond,11kHz_cond,17kHz_cond,23kHz_cond,31kHz_cond,43kHz_cond,61kHz_cond,89kHz_cond,127kHz_cond,179kHz_cond,251kHz_cond,349kHz_cond
ligament,2890.634848,3338.303167,3539.771557,3771.315062,3963.864912,4251.829568,4451.235093,4637.440225,4833.226704,5022.553152,5192.847588,5331.81353,5446.523984,5544.134437,5643.924714
ligament,3244.501836,3614.208553,3806.881219,4173.398616,4434.463089,4718.959326,4909.669299,5086.132208,5271.103598,5446.808672,5601.986781,5745.520111,5864.535526,5951.151376,6030.857109
ligament,3092.899059,3431.244806,3604.189238,3780.167686,3951.937587,4218.127899,4400.408341,4563.600563,4736.331245,4895.642953,5025.403258,5129.913684,5208.64245,5269.152276,5331.297649
ligament,4128.593981,4727.984415,5067.618945,5526.580996,5880.765369,6304.639225,6562.055763,6786.384223,6997.148002,7173.125,7287.843697,7344.648378,7359.988956,7336.40287,7289.955278
ligament,3497.618246,3757.38385,3963.624911,4315.739879,4573.43816,4848.969799,5033.339673,5197.468354,5361.503604,5503.416792,5605.527579,5665.936364,5684.789545,5659.576121,5623.268742
ligament,3329.373592,3686.476767,3851.932051,4261.450197,4515.612362,4784.285165,4962.456089,5124.556962,5287.818958,5435.589913,5557.408136,5646.075727,5722.56105,5765.265745,5801.692194
ligament,5077.724894,5555.120237,5928.349455,6334.36467,6595.135557,6876.218203,7048.90494,7191.026609,7320.591197,7427.583333,7525.891255,7568.404872,7545.289201,7452.822349,7394.838514
ligament,3896.663111,4281.170818,4544.684036,4689.39143,4805.65884,4949.254066,5050.953169,5139.887482,5239.192455,5330.57076,5395.381226,5434.72559,5443.801583,5422.199229,5383.187738
ligament,3818.991786,4194.122006,4427.561097,4607.532588,4757.708094,4931.300361,5052.61786,5159.212377,5267.110981,5368.052343,5434.790306,5472.326533,5483.792717,5470.094192,5446.442186
ligament,3753.359929,4254.799924,4554.506988,4926.504543,5169.490554,5439.46716,5612.651869,5811.973957,6020.04061,6194.125,6314.367673,6378.4144,6401.730274,6388.193989,6364.428622
ligament,2588.056091,3162.312755,3425.053739,3810.316608,4180.609042,4595.053113,4856.318663,5093.361463,5334.121401,5556.296042,5776.971234,5956.664669,6081.390355,6162.082246,6222.950117
ligament,3811.815431,4203.186403,4479.828149,4700.607169,4857.424398,5034.303332,5146.18956,5241.125176,5328.57941,5398.944112,5428.59391,5431.241797,5405.265525,5351.355787,5290.700445
ligament,4208.769922,4845.190515,5158.425322,5482.06208,5674.417048,5955.335133,6124.666128,6267.682582,6402.040895,6514.958333,6578.266909,6604.220412,6599.202356,6564.471472,6516.400746
ligament,2351.772322,2736.091062,2927.8138,3137.392201,3255.974487,3374.42965,3448.754547,3507.321849,3559.374533,3598.998292,3616.231796,3612.827452,3596.559907,3567.190698,3538.959495
ligament,3104.998939,3475.146242,3645.857446,3840.920095,4056.700066,4284.479663,4426.10364,4544.66948,4648.583051,4731.572626,4766.252262,4753.383684,4700.398321,4614.49265,4512.635006
ligament,2508.262288,3039.968695,3262.599824,3586.512281,3754.257036,3993.655289,4206.820979,4393.727145,4579.606118,4738.291023,4853.391298,4907.431425,4910.68034,4870.122734,4805.53526
ligament,1945.089442,2103.746652,2361.681878,2803.54942,3032.310781,3268.437654,3414.084851,3548.876066,3686.943404,3816.180005,3995.845464,4133.748971,4205.719259,4229.277865,4229.884053
ligament,3805.947171,4012.967921,4223.73993,4300.946113,4415.944347,4564.86524,4667.80592,4758.537271,4844.906599,4915.926726,4950.019671,4954.322484,4928.845326,4881.996575,4829.907878
ligament,4356.583164,4998.004016,5336.621397,5650.095966,5908.245007,6200.05779,6388.074553,6550.830345,6712.283131,6850.583333,6941.105934,6986.742171,6997.183704,6971.408554,6927.967014
ligament,5140.808867,5597.764976,5973.69291,6344.345122,6612.071851,6913.036743,7108.547328,7269.230043,7419.854527,7654.073669,7804.617285,7852.691802,7808.02453,7678.747211,7491.872573
ligament,3300.450155,3515.417993,3657.56418,3820.294277,4030.938009,4289.198923,4454.832972,4595.189873,4726.29011,4832.702181,4895.349752,4916.48128,4907.066117,4868.067647,4818.257624
ligament,3591.67392,3762.374667,3916.421865,4067.227539,4200.842035,4347.497168,4444.603182,4518.255977,4578.384496,4612.763079,4596.046109,4547.038998,4468.759534,4363.429428,4257.830368
ligament,4063.844985,4348.943443,4576.084942,4761.823545,4923.290276,5104.63056,5220.321974,5313.164557,5398.152256,5460.245466,5477.386104,5471.84601,5440.844492,5390.744969,5348.951715
ligament,3884.990962,4255.870823,4516.1507,4682.877585,4810.874027,4966.25879,5064.190142,5143.656821,5220.957516,5283.47769,5304.241089,5296.69529,5257.129353,5187.234194,5105.297014
ligament,4043.032201,4415.759908,4692.048652,4851.113674,4984.447999,5143.513155,5250.420648,5340.281294,5427.292403,5501.102321,5535.950901,5545.566283,5527.538887,5481.968032,5428.931067
ligament,3762.498427,4074.774107,4352.902595,4478.723608,4596.95479,4740.426828,4839.430112,4918.340366,4994.391382,5053.702083,5073.097805,5068.046317,5035.441412,4980.241187,4923.395807
ligament,3765.396222,4097.224745,4396.302552,4560.857682,4697.419569,4861.639985,4974.377419,5068.720113,5162.081309,5242.974435,5289.015658,5306.265712,5294.77359,5255.908377,5206.361182
ligament,3780.911683,4030.618636,4273.119075,4399.731775,4509.745277,4640.552931,4728.030117,4798.734177,4860.430133,4907.633203,4914.611693,4894.777647,4844.310077,4766.112459,4681.885324
ligament,3614.492913,3796.669273,4001.960862,4099.796761,4203.159896,4326.183555,4413.967512,4479.296765,4540.841975,4588.01109,4589.141553,4565.739361,4519.077017,4445.861282,4371.688374
ligament,3647.004527,3721.126452,3806.850573,3816.907779,3866.056015,3973.367602,4055.307319,4115.611814,4173.312614,4215.28471,4222.846015,4209.831817,4180.091138,4128.921079,4079.788755
ligament,3786.798112,3946.266195,4154.87758,4301.473643,4454.840949,4627.241541,4746.717607,4846.751055,4936.885775,5011.784429,5045.090094,5043.499588,5009.484726,4942.964179,4864.000953
ligament,3457.267144,3599.699676,3720.878609,3844.090675,4048.249532,4288.583367,4448.389009,4590.098453,4726.051745,4840.288505,4913.337005,4943.430624,4937.434971,4901.063222,4855.138183
ligament,3758.074522,3873.330305,4061.00026,4203.032021,4350.682079,4512.081347,4618.858658,4702.194093,4766.454649,4805.346412,4791.321111,4741.730996,4656.135833,4537.712288,4412.357052
ligament,3812.342303,4315.496964,4648.811393,4996.803604,5228.161405,5488.198645,5662.073947,5867.795811,6071.386429,6248.791667,6368.681401,6432.843211,6448.889434,6417.210595,6361.099716
ligament,3835.669999,4276.848975,4563.740156,4803.750685,4982.202571,5183.498621,5317.142506,5433.164557,5541.439544,5631.323499,5678.7939,5689.080867,5659.001104,5598.537177,5532.496823
ligament,4397.817961,4884.240092,5190.517699,5499.791664,5736.840344,6061.385114,6272.171937,6447.037177,6618.142562,6759.666667,6846.920279,6885.877249,6887.016812,6847.079123,6784.097749
ligament,3448.655518,3656.117608,3779.565507,3962.684922,4155.015996,4351.446983,4483.803951,4597.69339,4707.667828,4802.421177,4873.715477,4914.358969,4930.769782,4925.66719,4910.887865
ligament,4453.596223,4618.140747,4775.553911,5002.354133,5175.623227,5366.39558,5488.471349,5594.514768,5704.163337,5796.541667,5834.200232,5829.271831,5785.292674,5708.769837,5630.916455
ligament,4097.094469,4382.428168,4587.860282,4904.096,5115.189835,5346.800393,5494.163516,5628.776371,5797.752225,5938.166667,6030.465197,6064.737731,6056.209351,6004.060243,5938.706939
ligament,3720.058007,3817.47092,3952.805428,4123.971381,4276.920988,4448.140509,4563.360034,4667.398031,4770.655835,4855.943335,4908.132032,4923.609041,4910.023208,4864.528329,4804.105781
ligament,3816.811628,3808.870144,3864.64291,3838.374539,3888.365425,3968.622694,4033.0488,4086.891702,4135.621115,4168.030913,4170.796286,4147.604058,4112.359675,4062.187812,4018.535578
ligament,4637.904044,4711.23249,4846.755059,4979.486869,5103.503954,5252.543442,5351.725102,5441.715893,5523.502562,5591.077408,5626.736958,5641.430669,5629.018736,5591.629799,5547.363405
ligament,4281.18142,4558.897069,4752.348967,4957.858153,5108.067242,5282.731314,5399.007675,5503.600563,5607.377321,5710.666667,5788.094111,5826.771048,5831.402626,5804.082662,5763.863717
ligament,4030.52754,4111.701009,4250.483578,4310.464583,4401.675017,4517.826533,4594.452151,4661.209564,4719.973432,4766.707593,4780.203006,4767.959556,4738.089495,4683.623519,4628.494282
ligament,4027.656226,4198.462973,4371.673992,4503.632182,4626.09706,4775.564794,4879.328978,4970.2391,5059.375698,5139.337536,5191.183413,5220.612445,5223.146277,5203.104039,5173.483164
ligament,4357.058885,4455.268442,4597.764584,4761.915289,4912.087282,5084.907132,5201.929832,5296.821378,5384.386665,5451.598343,5472.960107,5462.716069,5418.314276,5348.61567,5268.329098
ligament,3606.371822,3599.216375,3661.497071,3655.96958,3692.404327,3738.62352,3770.744516,3792.829554,3810.456966,3815.717283,3796.89135,3762.137798,3711.578591,3645.876412,3575.794513
ligament,3678.280719,3678.763686,3743.096886,3739.075148,3775.848601,3824.711926,3866.338129,3914.655415,3947.253006,3952.367155,3909.237548,3842.709542,3786.010538,3710.245847,3625.311232
ligament,3309.361553,3289.982984,3357.336515,3318.297101,3331.036013,3355.932362,3373.608015,3379.593607,3379.825341,3366.464136,3329.279824,3278.928924,3218.429104,3150.906312,3086.242121
ligament,1739.235344,1837.315634,1867.688978,1950.233034,1981.746029,2255.875822,2463.645048,2633.445806,2796.463837,2940.247918,3050.816221,3120.666163,3157.205044,3182.19402,3204.152901
ligament,4686.155723,4742.498924,4872.441163,4912.559411,4989.542464,5097.013059,5170.837715,5230.154712,5283.707158,5320.187783,5316.669289,5286.68439,5225.117671,5140.937634,5050.833863
ligament,5195.058026,5421.162213,5612.27417,5694.496179,5808.93674,5958.516982,6056.950197,6137.54482,6206.430268,6251.458333,6242.786575,6201.447212,6127.389864,6017.96003,5902.921199
ligament,4057.728575,4106.021418,4228.23449,4156.838772,4187.15217,4251.52179,4310.917817,4368.101266,4429.406239,4488.810262,4524.91148,4539.831149,4534.707355,4508.25603,4481.329416
ligament,5381.421641,5631.077592,5924.205951,6115.338546,6292.591766,6505.550268,6654.319628,6783.213814,6912.188995,7024.291667,7087.766454,7113.203345,7104.479077,7055.8962,6986.563325
ligament,5408.078994,5569.845102,5780.035509,5862.468456,5976.391833,6133.973232,6247.223962,6345.244386,6449.918999,6548.291667,6621.143808,6677.821894,6716.603264,6740.428684,6754.069504
ligament,2615.725937,2962.877339,3166.872248,3410.584851,3573.752509,3739.649739,3862.928199,4074.824191,4306.022446,4513.658687,4703.969628,4841.439568,4941.847139,5006.786071,5054.050191
ligament,6927.050828,7336.474421,7854.380265,8264.212315,8597.340918,9013.359694,9404.525523,9961.057638,10521.88472,11030.78544,11358.71007,11533.66516,11516.1073,11353.99671,11111.5037
ligament,4409.744961,4516.405316,4687.981177,4662.23512,4741.845235,4865.17943,4962.563489,5044.500703,5128.50161,5202.856926,5238.523881,5244.11804,5217.701475,5159.604681,5086.427891
ligament,5935.880513,5930.183891,6099.232276,5998.292163,6042.530403,6129.043114,6186.781493,6221.78713,6241.462066,6229.375,6161.069306,6058.657395,5929.696895,5763.216007,5596.751906
ligament,5591.673235,5626.411531,5819.942451,5820.499378,5916.646212,6046.4549,6136.521871,6205.255709,6259.982815,6287.708333,6261.130352,6205.56615,6122.419929,6007.519176,5888.849006
ligament,5237.091354,5148.044653,5254.051657,5192.884084,5244.048409,5328.487614,5390.711073,5436.033755,5478.093989,5501.777375,5487.61901,5452.985473,5389.58825,5298.551449,5199.928526
ligament,3988.901972,4085.808194,4254.245992,4288.101913,4362.150661,4455.988843,4522.279775,4572.405063,4611.666239,4638.993758,4626.355339,4596.332673,4537.10119,4461.959469,4384.839581
ligament,1974.561665,2031.300899,2156.742531,2303.915974,2419.567788,2558.572543,2652.656823,2740.361783,2834.167659,2919.326289,2988.956287,3023.120283,3029.30867,3014.489037,2986.047
ligament,3783.754974,3845.670022,4011.214367,4174.981205,4327.189594,4491.434587,4600.278567,4689.620253,4759.571853,4804.542776,4797.12802,4752.422638,4678.384422,4578.928215,4470.965693
ligament,4702.058389,4865.136014,5046.447739,5098.433339,5198.077503,5328.513262,5423.843779,5510.857947,5604.099799,5698.666667,5776.298479,5819.366768,5827.923672,5801.392381,5764.242001
ligament,5077.419073,5226.258546,5366.842736,5491.672294,5604.934508,5778.690061,5907.698757,6018.163804,6124.111453,6205.375,6243.235078,6236.899492,6189.072279,6097.963873,5987.203046
ligament,1853.565919,1887.692238,1902.834092,1913.591596,1917.556927,1920.482551,1921.184516,1920.064885,1915.833032,1908.459884,1891.313479,1867.739304,1842.651017,1814.262518,1787.990282
ligament,4421.75691,4557.080365,4729.815156,4765.974974,4827.702662,4912.551563,4971.531336,5018.424754,5054.757372,5076.139601,5060.38634,5018.992903,4954.848951,4867.325532,4774.22967
ligament,3144.995765,3205.84925,3299.395334,3228.566271,3212.994938,3211.906901,3214.364496,3207.343995,3193.356495,3168.948094,3121.089407,3063.583431,2996.178886,2922.09701,2855.357713
ligament,4292.173968,4484.507817,4658.064899,4796.296461,4919.62033,5070.569816,5176.207684,5268.241913,5359.298726,5432.889696,5470.446141,5473.167449,5442.9567,5375.674326,5294.131194
ligament,5385.329347,5606.38954,5841.776662,6048.258397,6207.943769,6397.437329,6520.669765,6627.63729,6724.262509,6797.625,6819.068235,6797.614313,6741.784268,6643.5145,6525.237479
ligament,4916.26866,5165.159918,5327.774639,5505.59449,5630.310255,5818.725415,5945.047985,6054.434799,6154.69039,6230.958333,6269.741612,6272.842121,6251.748681,6200.707,6138.819583
ligament,4295.622944,4404.687575,4541.24702,4531.591254,4574.621235,4644.118024,4693.662318,4731.251758,4754.38741,4763.235885,4729.144701,4668.931726,4584.414645,4471.549879,4355.320839
ligament,4638.158895,4738.330066,4871.098896,4887.582028,4947.724392,5031.379443,5095.711856,5144.978903,5194.469182,5231.948549,5238.630105,5225.938244,5186.4408,5126.837448,5055.908513
ligament,4999.638726,5105.036573,5253.644909,5309.353458,5380.971208,5483.658922,5553.528517,5608.523207,5662.117298,5709.125,5700.32205,5655.639021,5582.831793,5469.123733,5332.94155
ligament,2624.982527,2995.771361,3159.425295,3364.526207,3459.830957,3558.160934,3623.221832,3679.093341,3737.793062,3788.40018,3824.159299,3839.252669,3835.3475,3811.500332,3773.232144
ligament,5633.468703,5827.75289,6028.028652,6100.079972,6201.149169,6331.912217,6421.859784,6490.215135,6548.630647,6583.375,6561.403192,6504.973644,6410.620935,6277.315964,6126.638814
ligament,4620.387325,4821.821963,5018.910934,5112.26379,5210.994749,5338.182615,5427.173159,5500.140647,5571.860904,5630.937754,5656.772397,5656.129371,5628.643232,5569.537605,5501.119759
ligament,1966.641617,2058.306545,2227.483483,2368.600357,2444.943565,2527.241177,2572.648809,2610.439816,2635.48766,2650.848576,2641.646746,2620.062125,2588.935699,2550.196678,2509.418327
ligament,4875.356673,5033.420185,5194.991922,5297.908358,5396.978934,5526.106611,5613.913812,5697.990187,5788.137198,5855.833333,5872.502398,5847.807047,5791.643146,5694.293561,5592.606417
ligament,4729.157483,4944.573792,5110.042708,5312.174594,5462.555079,5636.804027,5780.99505,5909.765994,6023.981195,6105.333333,6133.620915,6116.959968,6064.823905,5980.296091,5888.546378
ligament,5222.513911,5337.938041,5479.145717,5553.737306,5645.328062,5805.053954,5912.317406,5994.649934,6071.1894,6118.208333,6109.760549,6061.256249,5968.131059,5832.907105,5683.894316
ligament,4706.764627,4776.805947,4926.823302,4946.527734,5002.821875,5081.316391,5135.610722,5172.686357,5198.908734,5205.203543,5168.522307,5105.046606,5014.507086,4894.726702,4765.081004
ligament,4589.006744,4728.825835,4897.842544,4990.587928,5083.922859,5207.838716,5292.118453,5363.516174,5432.417255,5486.411855,5509.253285,5506.764032,5476.094893,5414.09305,5335.729034
ligament,4620.981976,4737.81374,4883.525032,4972.284942,5066.804491,5181.523714,5256.703511,5311.61744,5357.272622,5377.535248,5354.272563,5298.096817,5205.309856,5077.800771,4933.187738
ligament,3757.175207,3790.297598,3873.733716,3903.899769,3970.915072,4061.622887,4122.109726,4167.623066,4194.914462,4193.040066,4137.08789,4050.298102,3933.854649,3817.958804,3718.536257
ligament,5056.368429,5234.959602,5408.859751,5579.953236,5758.060917,5993.76208,6138.340236,6258.360068,6369.491665,6446.375,6470.850412,6448.191155,6387.759234,6282.760581,6163.937692
ligament,3662.719837,3841.53731,4053.373744,4227.963532,4344.718416,4469.428474,4555.895778,4625.766526,4683.324781,4726.782956,4726.276654,4692.997931,4631.164843,4537.712288,4433.013024
ligament,4941.787681,5111.787063,5276.056696,5426.832019,5558.577292,5740.228149,5880.095969,5995.782223,6098.064188,6172,6191.163866,6161.189507,6091.992883,5976.324723,5845.043629
ligament,3577.148613,3718.384461,3816.391663,3983.120962,4125.777147,4278.914015,4376.485132,4452.967651,4513.549159,4542.975328,4517.157133,4449.532825,4342.449509,4194.683888,4030.900572
fat,190.2665199,189.4156303,188.1654429,181.3081038,173.2649823,161.229219,151.8221603,141.679137,129.4030426,117.5410178,102.7777372,90.50539323,80.35772875,66.07395404,47.16761511
fat,246.3843457,415.6621652,462.8690801,544.0692303,573.7084064,582.0209185,579.1015834,568.8241805,544.7440421,511.9026873,443.4394996,370.6797094,315.2038925,247.5955398,188.2790675
fat,190.3844735,193.5273657,195.0055179,198.7725829,289.27021,420.4981405,483.6392671,541.6117783,581.8127283,600.2187081,570.6237306,516.9058463,469.2139266,407.0168512,330.5197492
fat,194.2463686,198.8991089,267.9152916,660.7360956,829.6847154,969.6708751,1042.373819,1108.576262,1166.161814,1210.869306,1229.860006,1233.111549,1242.348273,1256.738814,1281.543348
fat,261.0205364,715.997424,871.2007238,1179.425536,1307.73389,1412.439479,1467.68356,1515.123635,1558.274517,1594.20145,1617.326273,1634.302973,1658.336566,1689.156647,1736.528095
fat,437.6014441,759.4433485,879.3673567,1112.550137,1218.075757,1301.136436,1342.298989,1375.022653,1400.49062,1412.114228,1401.809016,1384.059528,1376.263321,1380.233519,1405.323764
fat,976.3572776,1170.994269,1261.251262,1420.471043,1499.053464,1563.192894,1594.188139,1618.598795,1634.656351,1640.020507,1622.862986,1592.46208,1562.388528,1533.655039,1513.511995
fat,292.712056,458.7780987,541.3545321,682.4210891,748.7096895,790.0362546,795.069373,792.2468762,769.5584346,724.4409448,630.9057523,529.6798189,444.9085625,350.6260261,239.1798514
fat,956.5591799,1133.010564,1213.25219,1324.478938,1370.503086,1396.619291,1398.279735,1390.004264,1364.886094,1315.904896,1226.066274,1120.216613,1020.162502,920.149313,815.8713737
fat,1283.102384,1425.66919,1484.788265,1574.879599,1614.219953,1643.714048,1655.474527,1662.378226,1662.512224,1654.59363,1629.335569,1596.198043,1567.018472,1537.189986,1509.324835
fat,194.928992,198.8931079,293.898408,678.0900918,853.257705,1002.479453,1082.254458,1152.922125,1220.439208,1277.585042,1321.107421,1360.955053,1418.411266,1501.912655,1624.571421
fat,698.9169153,916.3627681,1018.486037,1185.136852,1262.075837,1317.375858,1338.889247,1351.634777,1348.98724,1327.681405,1266.867734,1186.713914,1106.946343,1020.546624,928.1869477
fat,198.5927336,232.0047881,307.6941204,453.2083073,515.3498465,552.6627757,554.5032892,545.2943263,517.1617132,465.4779941,373.0167825,281.9128639,208.3397872,174.856796,140.9098551
fat,196.0532125,198.1261909,199.2500519,362.6574558,474.8676476,566.4291892,608.920473,639.1031671,652.2677809,642.0298779,583.6254274,506.2828823,436.6865481,353.7882408,256.3472061
fat,1029.853404,1198.626676,1268.61374,1381.232007,1432.294503,1469.273923,1483.105905,1488.091663,1483.756638,1461.589369,1408.683585,1338.242099,1268.729382,1196.043529,1120.277883
fat,1238.368554,1340.93965,1388.495265,1441.015774,1463.911854,1478.290982,1477.301755,1470.257187,1451.064652,1415.763632,1348.681068,1267.612597,1195.202344,1129.781304,1066.542667
fat,1082.313913,1224.392028,1289.494945,1389.123825,1437.321565,1471.083929,1483.609647,1488.278009,1479.809542,1454.065674,1392.619894,1311.1092,1230.490023,1147.600324,1062.076363
csf,2552.886448,3660.750075,5440.887464,7380.016051,8834.415682,9915.536328,10476.63379,10913.92583,11808.19155,12624.56857,13318.31807,13864.26188,14241.62974,14616.48248,14869.93397
csf,2677.512429,3612.027781,5355.244104,7346.283492,8828.33198,9919.673134,10486.47799,10916.57113,11824.14715,12619.27822,13354.63108,13807.60662,14224.11598,14567.31502,14860.69251
csf,2540.846311,3619.75076,5441.570128,7348.555377,8806.772196,9926.498864,10477.14122,10923.99834,11811.72888,12602.61872,13362.18979,13739.57234,14085.78189,14733.96652,14882.87201
csf,2765.489923,3649.830288,5336.067439,7359.075194,8812.962629,9922.672318,10483.43339,10920.03038,11801.46812,12588.85874,13322.50004,13620.2925,14434.74555,14585.86663,14860.09629
csf,2592.386547,3660.591817,5241.487381,7355.568589,8826.837738,9919.879974,10466.38365,10922.26871,11791.95998,12755.27572,13418.42561,13616.10864,13981.92886,14559.60416,14853.86576
csf,2596.399926,3649.292212,5377.58585,7357.050253,8829.079102,9915.743168,10474.09663,10913.31537,11815.36655,12485.26461,13320.49997,13841.4239,14149.85328,14548.30816,14867.57889
csf,2653.009694,3642.666486,5327.875465,7354.333868,8816.164577,9908.814019,10489.62407,10922.37046,11772.64266,12647.58666,13297.95369,13852.50978,14193.62401,14631.13597,14847.06882
csf,2610.552368,3649.830288,5300.382706,7335.813063,8813.816482,9918.638933,10464.04946,10909.34741,11812.13027,12623.5512,13337.74735,13843.31596,14215.50937,14550.84051,14859.38082
csf,2585.415941,3635.61874,5379.944146,7356.902087,8794.818256,9927.222805,10489.01515,10923.99834,11809.42083,12627.67156,13311.69445,13867.40644,14148.40518,14600.12178,14876.1645
csf,2675.50574,3632.084316,5323.469177,7347.567601,8814.670335,9902.60881,10461.10635,10910.46658,11791.05683,12608.87557,13325.64301,13843.20936,14231.98487,14650.42737,14893.18666
csf,2591.43601,3651.982594,5413.891187,7346.431658,8813.389555,9917.708151,10469.32676,10920.03038,11803.5002,12592.41954,13358.00782,13841.95687,14273.29658,14502.55511,14848.73824
csf,2545.282151,3686.957563,5254.520066,7365.001852,8800.475031,9916.88079,10479.27244,10918.30076,11803.77616,12405.57877,13351.59201,13810.1649,14172.31242,14639.64354,14898.46324
csf,2620.480201,3637.074712,5257.685147,7358.976417,8844.982111,9917.294471,10483.53488,10926.44016,11823.04331,12571.4362,13345.40996,13885.39435,14245.7008,14594.3742,14888.14858
csf,2505.887667,3653.428015,5403.154737,7344.25855,8820.433841,9922.879159,10473.18325,10914.84151,11792.21085,12670.88453,13317.59077,13844.24866,14164.908,14558.43757,14842.44809
csf,2661.670144,3621.322788,5315.339264,7354.086924,8832.067587,9922.155218,10478.25758,10915.65545,11797.78026,12610.52881,13346.37104,13827.96627,14272.85941,14553.45822,14891.63648
csf,2589.957397,3638.66784,5387.949938,7350.827263,8814.990529,9910.365321,10471.35649,10914.23106,11839.35014,12689.80769,13307.61638,13824.87502,14139.49803,14626.27044,14855.80348
csf,2701.90955,3635.344427,5447.527927,7353.741203,8817.979014,9913.364505,10464.35392,10914.94325,11800.91619,12650.05379,13362.47552,13931.4434,14318.18753,14489.40965,14867.01248
csf,2583.514867,3635.513235,5343.514688,7343.517718,8814.777066,9908.607178,10483.02744,10919.21644,11819.23002,12623.98358,13342.65662,13861.59701,14202.77706,14615.14517,14842.26922
csf,2633.893336,3641.938501,5393.100952,7348.357822,8806.238538,9921.948377,10497.23556,10913.01015,11824.89978,12615.81915,13338.86427,13863.51572,14252.64072,14577.6436,14866.05852
csf,2627.978883,3633.540288,5427.047993,7361.890357,8827.371396,9902.401969,10479.37393,10908.02476,11778.18698,12604.65347,13333.27965,13843.98218,14222.4493,14634.89182,14847.45636
csf,2586.366479,3645.726137,5351.45842,7327.663909,8801.328884,9917.914992,10486.98542,10917.58856,11791.08192,12585.01815,13334.7862,13860.611,14216.08315,14622.62841,14923.29592
csf,2620.691431,3606.879128,5422.207282,7352.654649,8826.517543,9898.989104,10474.60406,10917.6903,11782.50202,12616.83653,13362.42357,13839.82497,14236.82097,14500.25039,14856.19103
csf,2613.826441,3616.163584,5310.312371,7346.678602,8809.333754,9918.638933,10481.91109,10907.41431,11804.20265,12543.1532,13302.16164,13835.10814,14287.06714,14629.82712,14885.34633
csf,2773.516681,3648.068352,5335.881258,7368.360291,8818.512672,9900.643827,10477.14122,10917.58856,11821.43771,12514.41238,13335.74727,13761.15784,14148.04999,14642.23279,14839.07943
csf,2663.571218,3648.775237,5357.292098,7343.171997,8810.294339,9925.050982,10472.37136,10916.46939,11824.42311,12589.46916,13316.16215,13917.93248,14367.64135,14664.5687,14842.65677
csf,2598.723462,3643.805942,5308.202317,7352.753426,8821.821352,9906.952456,10469.22527,10911.28052,11800.64023,12468.73228,13350.73483,13865.11464,14211.24706,14560.91301,14855.0284
csf,2639.702174,3647.150457,5388.26024,7346.481047,8836.657046,9901.264348,10483.63636,10917.18159,11807.8905,12586.51877,13373.04733,13921.47677,14163.92439,14553.34441,14876.67129
csf,2645.827858,3615.488351,5392.107985,7365.298185,8829.292565,9909.7448,10476.32933,10919.72515,11841.88397,12634.23362,13342.47479,13843.79564,14253.18718,14549.67392,14885.76369
csf,2637.906715,3647.720185,5453.361605,7358.778862,8829.399296,9906.331935,10492.77015,10909.75438,11792.76278,12587.33267,13346.83859,13832.49656,14221.38372,14640.86703,14859.08271
csf,2579.923949,3652.49957,5417.987174,7345.246327,8812.535702,9913.674765,10469.52973,10917.58856,11785.81356,12609.5623,13311.9542,13844.51515,14239.44393,14568.65233,14875.18073
csf,2572.847728,3659.83218,5411.719073,7361.001358,8818.192478,9915.122648,10473.79217,10906.29514,11834.70896,12609.81664,13321.48702,13842.30331,14237.12151,14642.91568,14821.55048
csf,2560.279515,3699.470478,5240.680596,7359.569083,8793.537476,9918.432092,10482.01258,10925.42273,11817.29828,12641.22807,13347.56589,13895.17444,14222.25805,14561.05528,14879.77165
csf,2646.039088,3673.917122,5357.540339,7360.013582,8844.661916,9930.015149,10482.72298,10908.94044,11801.16707,12675.03033,13368.39781,13920.09103,14236.1379,14543.86943,14884.24332
csf,2533.875705,3636.83205,5367.532065,7357.395975,8833.988756,9915.536328,10488.81218,10910.16136,11839.40031,12557.04036,13314.60365,13729.15268,14260.50962,14669.26351,14860.99062
csf,2665.049831,3637.138015,5349.596607,7347.962711,8822.461742,9915.743168,10473.08176,10918.50424,11775.37719,12663.73748,13265.92655,13717.8003,14148.35054,14542.21914,14865.13437
csf,2658.924148,3646.274764,5426.675631,7353.148537,8814.136677,9908.503758,10471.96541,10919.92864,11825.07539,12564.00937,13312.49968,13600.43917,14106.95687,14668.69444,14859.55969
csf,2674.132742,3633.624692,5326.882499,7354.28448,8798.660593,9903.332751,10476.73528,10926.94887,11794.84503,12658.498,13326.08458,13734.18929,14210.01754,14623.73809,14861.97439
csf,2653.115309,3629.10907,5398.99669,7349.148043,8822.675205,9924.740721,10470.5446,10917.07985,11777.68523,12595.72601,13324.47414,13834.76171,14187.5584,14652.30529,14840.92772
csf,2610.024292,3612.312645,5358.657427,7342.875664,8824.596374,9898.265163,10476.22784,10914.43454,11768.30253,12616.86196,13296.81079,13883.31575,14221.6023,14512.68452,14854.55142
csf,2606.644604,3634.099465,5351.396359,7351.963205,8826.731006,9914.502127,10476.5323,10916.06242,11804.00195,12605.4165,13348.73476,13837.26669,14166.05555,14574.11538,14863.97174
csf,2531.340939,3648.954595,5409.73314,7353.83998,8833.241634,9905.297733,10472.37136,10921.14955,11804.1023,12627.697,13329.56523,13834.78836,14259.00688,14525.517,14838.75151
